date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:41:33	20790/20790	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Aug%202020%2004:45:08%20GMT	https://thememxpro.com/html/hactora/images/team/team-1-img-3.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/team/team-1-img-3.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:33	17236/17236	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Aug%202020%2004:45:44%20GMT	https://thememxpro.com/html/hactora/images/team/team-1-img-4.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/team/team-1-img-4.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:33	72221/72221	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202020%2006:04:40%20GMT	https://thememxpro.com/html/hactora/images/resource/why-choose-2-img-1.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/resource/why-choose-2-img-1.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:34	117371/117371	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Sep%202020%2010:27:32%20GMT	https://thememxpro.com/html/hactora/images/background/video-sec-two-bg.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/background/video-sec-two-bg.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:34	251624/251624	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Sep%202020%2013:24:16%20GMT	https://thememxpro.com/html/hactora/images/background/project-1-bg.png	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/background/project-1-bg.png	(from https://thememxpro.com/html/hactora/index.html)
11:41:34	60086/60086	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Sep%202020%2012:27:46%20GMT	https://thememxpro.com/html/hactora/images/project/project-1-img-1.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/project/project-1-img-1.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:34	87725/87725	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Sep%202020%2012:28:20%20GMT	https://thememxpro.com/html/hactora/images/project/project-1-img-2.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/project/project-1-img-2.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:35	10481/10481	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Aug%202020%2001:53:12%20GMT	https://thememxpro.com/html/hactora/images/testimonial/testi-img-1.png	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/testimonial/testi-img-1.png	(from https://thememxpro.com/html/hactora/index.html)
11:41:35	11350/11350	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Aug%202020%2001:53:50%20GMT	https://thememxpro.com/html/hactora/images/testimonial/testi-img-2.png	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/testimonial/testi-img-2.png	(from https://thememxpro.com/html/hactora/index.html)
11:41:35	9375/9375	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Aug%202020%2001:54:28%20GMT	https://thememxpro.com/html/hactora/images/testimonial/testi-img-3.png	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/testimonial/testi-img-3.png	(from https://thememxpro.com/html/hactora/index.html)
11:41:35	74447/74447	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Nov%202020%2012:51:50%20GMT	https://thememxpro.com/html/hactora/images/Blog/blog-1-img-1.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/Blog/blog-1-img-1.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:35	76286/76286	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Nov%202020%2012:50:18%20GMT	https://thememxpro.com/html/hactora/images/Blog/blog-1-img-2.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/Blog/blog-1-img-2.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:36	66187/66187	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Nov%202020%2012:50:42%20GMT	https://thememxpro.com/html/hactora/images/Blog/blog-1-img-3.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/Blog/blog-1-img-3.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:36	5460/5460	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2003:47:42%20GMT	https://thememxpro.com/html/hactora/images/brand/brand-1-1.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/brand/brand-1-1.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:36	5485/5485	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2003:52:58%20GMT	https://thememxpro.com/html/hactora/images/brand/brand-1-2.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/brand/brand-1-2.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:36	6031/6031	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2003:54:00%20GMT	https://thememxpro.com/html/hactora/images/brand/brand-1-3.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/brand/brand-1-3.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:37	4576/4576	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2003:55:38%20GMT	https://thememxpro.com/html/hactora/images/brand/brand-1-4.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/brand/brand-1-4.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:37	5307/5307	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2003:56:26%20GMT	https://thememxpro.com/html/hactora/images/brand/brand-1-5.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/brand/brand-1-5.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:37	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Mar%202026%2006:11:37%20GMT	https://thememxpro.com/html/hactora/a	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/a	(from https://thememxpro.com/html/hactora/index.html)
11:41:37	3353/3353	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2004:51:58%20GMT	https://thememxpro.com/html/hactora/images/footer/footer-gallery-img-1.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/footer/footer-gallery-img-1.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:37	4470/4470	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2004:52:28%20GMT	https://thememxpro.com/html/hactora/images/footer/footer-gallery-img-2.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/footer/footer-gallery-img-2.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:38	4429/4429	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2004:52:58%20GMT	https://thememxpro.com/html/hactora/images/footer/footer-gallery-img-3.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/footer/footer-gallery-img-3.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:38	5402/5402	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2004:54:24%20GMT	https://thememxpro.com/html/hactora/images/footer/footer-gallery-img-4.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/footer/footer-gallery-img-4.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:38	5086/5086	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2004:55:04%20GMT	https://thememxpro.com/html/hactora/images/footer/footer-gallery-img-5.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/footer/footer-gallery-img-5.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:38	2864/2864	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Sep%202020%2004:55:52%20GMT	https://thememxpro.com/html/hactora/images/footer/footer-gallery-img-6.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/footer/footer-gallery-img-6.jpg	(from https://thememxpro.com/html/hactora/index.html)
11:41:39	97168/97168	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2019%20Jul%202017%2015:01:06%20GMT	https://thememxpro.com/html/hactora/js/jquery.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/jquery.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:39	20498/20498	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Aug%202018%2016:21:40%20GMT	https://thememxpro.com/html/hactora/js/popper.min.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/popper.min.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:39	50737/50737	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Aug%202018%2016:21:40%20GMT	https://thememxpro.com/html/hactora/js/bootstrap.min.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/bootstrap.min.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:39	127934/127934	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2018%20Aug%202019%2012:25:32%20GMT	https://thememxpro.com/html/hactora/js/swiper.min.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/swiper.min.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:40	4379/4379	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2008%20Feb%202015%2012:56:36%20GMT	https://thememxpro.com/html/hactora/js/appear.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/appear.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:40	3466/3466	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2028%20May%202015%2000:26:18%20GMT	https://thememxpro.com/html/hactora/js/jquery.countTo.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/jquery.countTo.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:40	37779/37779	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202019%2001:38:30%20GMT	https://thememxpro.com/html/hactora/js/isotope.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/isotope.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:40	85303/85303	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2025%20Oct%202016%2008:16:22%20GMT	https://thememxpro.com/html/hactora/js/owl.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/owl.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:41	6300/6300	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2016%20May%202015%2016:30:06%20GMT	https://thememxpro.com/html/hactora/js/wow.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/wow.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:41	154104/154104	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2027%20Nov%202017%2016:38:18%20GMT	https://thememxpro.com/html/hactora/js/jquery.fancybox.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/jquery.fancybox.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:41	115897/115897	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2002%20Mar%202019%2006:41:02%20GMT	https://thememxpro.com/html/hactora/js/TweenMax.min.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/TweenMax.min.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:41	20216/20216	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2023%20Oct%202019%2013:17:02%20GMT	https://thememxpro.com/html/hactora/js/jquery.magnific-popup.min.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/jquery.magnific-popup.min.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:41	9117/9117	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2004%20May%202023%2015:58:40%20GMT	https://thememxpro.com/html/hactora/js/parallax.min.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/parallax.min.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:42	15770/15770	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2030%20Dec%202022%2016:28:44%20GMT	https://thememxpro.com/html/hactora/js/custom.js	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/js/custom.js	(from https://thememxpro.com/html/hactora/index.html)
11:41:42	4206/4206	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Dec%202020%2005:57:18%20GMT	https://thememxpro.com/html/hactora/css/flaticon.css	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/css/flaticon.css	(from https://thememxpro.com/html/hactora/css/style.css)
11:41:42	99364/99364	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Dec%202020%2005:57:18%20GMT	https://thememxpro.com/html/hactora/css/font-awesome.css	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/css/font-awesome.css	(from https://thememxpro.com/html/hactora/css/style.css)
11:41:43	79169/79169	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Apr%202016%2014:36:48%20GMT	https://thememxpro.com/html/hactora/css/animate.css	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/css/animate.css	(from https://thememxpro.com/html/hactora/css/style.css)
11:41:43	4112/4112	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Oct%202016%2008:16:22%20GMT	https://thememxpro.com/html/hactora/css/owl.css	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/css/owl.css	(from https://thememxpro.com/html/hactora/css/style.css)
11:41:43	42907/42907	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Oct%202018%2020:33:24%20GMT	https://thememxpro.com/html/hactora/css/jquery.mCustomScrollbar.min.css	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/css/jquery.mCustomScrollbar.min.css	(from https://thememxpro.com/html/hactora/css/style.css)
11:41:43	13735/13735	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Nov%202017%2016:38:18%20GMT	https://thememxpro.com/html/hactora/css/jquery.fancybox.min.css	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/css/jquery.fancybox.min.css	(from https://thememxpro.com/html/hactora/css/style.css)
11:41:44	19778/19778	---M-Z	200	added ('OK')	text/css	date:Sun,%2018%20Aug%202019%2012:25:10%20GMT	https://thememxpro.com/html/hactora/css/swiper.min.css	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/css/swiper.min.css	(from https://thememxpro.com/html/hactora/css/style.css)
11:41:44	27865/27865	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20May%202019%2023:52:02%20GMT	https://thememxpro.com/html/hactora/css/animated-headline.css	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/css/animated-headline.css	(from https://thememxpro.com/html/hactora/css/style.css)
11:41:44	53194/53194	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Aug%202020%2003:01:04%20GMT	https://thememxpro.com/html/hactora/images/about/about-1-img-1.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/about/about-1-img-1.jpg	(from https://thememxpro.com/html/hactora/index2.html)
11:41:45	7334/7334	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Aug%202020%2003:04:18%20GMT	https://thememxpro.com/html/hactora/images/about/ceo-founder-img-1.png	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/about/ceo-founder-img-1.png	(from https://thememxpro.com/html/hactora/index2.html)
11:41:45	322593/322593	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Aug%202020%2004:02:18%20GMT	https://thememxpro.com/html/hactora/images/background/video-sec-one-bg.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/background/video-sec-one-bg.jpg	(from https://thememxpro.com/html/hactora/index2.html)
11:41:45	86975/86975	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Nov%202020%2004:55:00%20GMT	https://thememxpro.com/html/hactora/images/portfolio/port-1-img-1.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/portfolio/port-1-img-1.jpg	(from https://thememxpro.com/html/hactora/index2.html)
11:41:45	66443/66443	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Nov%202020%2004:49:30%20GMT	https://thememxpro.com/html/hactora/images/portfolio/port-1-img-2.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/portfolio/port-1-img-2.jpg	(from https://thememxpro.com/html/hactora/index2.html)
11:41:45	63761/63761	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Nov%202020%2004:52:52%20GMT	https://thememxpro.com/html/hactora/images/portfolio/port-1-img-3.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/portfolio/port-1-img-3.jpg	(from https://thememxpro.com/html/hactora/index2.html)
11:41:46	72285/72285	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Nov%202020%2004:59:16%20GMT	https://thememxpro.com/html/hactora/images/portfolio/port-1-img-4.jpg	D:/httrackdownload/indoglobal2-old/thememxpro.com/html/hactora/images/portfolio/port-1-img-4.jpg	(from https://thememxpro.com/html/hactora/index2.html)
